order_item_id,order_id,product_id,quantity,unit_price
OI0000385,ORD000129,PRD0003,14,72.4
OI0000386,ORD000129,PRD0005,39,143.43
OI0000387,ORD000129,PRD0138,40,105.95
OI0000388,ORD000129,PRD0030,22,101.78
OI0000389,ORD000129,PRD0068,9,29.13
OI0000390,ORD000130,PRD0032,33,206.97
OI0000391,ORD000131,PRD0047,38,157.02
OI0000392,ORD000131,PRD0045,1,7.03
OI0000393,ORD000131,PRD0033,12,49.71
OI0000394,ORD000131,PRD0021,27,92.86
OI0000395,ORD000132,PRD0125,36,149.25
OI0000396,ORD000132,PRD0060,15,47.82
OI0000397,ORD000132,PRD0047,2,157.02
OI0000398,ORD000132,PRD0085,15,63.68
OI0000399,ORD000132,PRD0081,-19,47.37
OI0000400,ORD000133,PRD0106,22,22.39
OI0000401,ORD000133,PRD0011,32,190.23
OI0000402,ORD000133,PRD0134,6,26.01
OI0000403,ORD000133,PRD0074,27,95.86
OI0000404,ORD000134,PRD0142,22,15.65
OI0000405,ORD000134,PRD0147,15,123.59
OI0000406,ORD000134,PRD0126,22,35.6
OI0000407,ORD000135,PRD0004,38,27.44
OI0000408,ORD000136,PRD0144,35,190.91
OI0000409,ORD000137,PRD0071,13,189.96
OI0000410,ORD000138,PRD0123,6,236.61
OI0000411,ORD000138,PRD0062,37,239.86
OI0000412,ORD000139,PRD0105,32,220.36
OI0000413,ORD000139,PRD0068,28,29.13
OI0000414,ORD000139,PRD0047,28,157.02
OI0000415,ORD000139,PRD0031,13,30.67
OI0000416,ORD000139,PRD0142,31,15.65
OI0000417,ORD000140,PRD999,21,76.42
OI0000418,ORD000140,PRD0014,8,23.8
OI0000419,ORD000140,PRD0106,19,22.39
OI0000420,ORD000140,PRD0032,12,206.97
OI0000421,ORD000141,PRD0058,6,182.31
OI0000422,ORD000141,PRD0013,26,202.19
OI0000423,ORD000142,PRD0081,8,47.37
OI0000424,ORD000142,PRD0004,38,27.44
OI0000425,ORD000142,PRD0018,34,211.58
OI0000426,ORD000142,PRD0011,4,190.23
OI0000427,ORD000142,PRD0063,9,139.58
OI0000428,ORD000143,PRD0027,10,38.21
OI0000429,ORD000143,PRD0066,30,106.81
OI0000430,ORD000144,PRD0119,-1,39.29
OI0000431,ORD000144,PRD0027,33,38.21
OI0000432,ORD000145,PRD0094,2,30.93
OI0000433,ORD000145,PRD0008,15,87.17
OI0000434,ORD000146,PRD0094,24,30.93
OI0000435,ORD000146,PRD0046,19,105.44
OI0000436,ORD000146,PRD0079,7,153.34
OI0000437,ORD000147,PRD0065,3,120.88
OI0000438,ORD000148,PRD0013,19,202.19
OI0000439,ORD000149,PRD0100,28,36.13
OI0000440,ORD000149,PRD0143,18,205.5
OI0000441,ORD000149,PRD0057,31,163.07
OI0000442,ORD000150,PRD0039,24,41.02
OI0000443,ORD000151,PRD0041,35,74.92
OI0000444,ORD000151,PRD0028,18,98.85
OI0000445,ORD000151,PRD0054,20,58.91
OI0000446,ORD000152,PRD0026,40,173.51
OI0000447,ORD000153,PRD0109,36,119.42
OI0000448,ORD000153,PRD0100,32,36.13
OI0000449,ORD000153,PRD0116,40,227.68
OI0000450,ORD000153,PRD0148,12,127.25
OI0000451,ORD000153,PRD0027,35,38.21
OI0000452,ORD000154,PRD0112,38,160.95
OI0000453,ORD000154,PRD0031,29,30.67
OI0000454,ORD000155,PRD0029,31,203.27
OI0000455,ORD000155,PRD0009,13,38.6
OI0000456,ORD000156,PRD0107,1,140.4
OI0000457,ORD000156,PRD0129,28,171.21
OI0000458,ORD000156,PRD0062,23,239.86
OI0000459,ORD000157,PRD0108,10,29.96
OI0000460,ORD000157,PRD0023,26,138.23
OI0000461,ORD000158,PRD0026,38,173.51
OI0000462,ORD000158,PRD0036,36,191.05
OI0000463,ORD000159,PRD0057,39,163.07
OI0000464,ORD000159,PRD0063,24,139.58
OI0000465,ORD000159,PRD0049,28,178.36
OI0000466,ORD000160,PRD0139,8,18.24
OI0000467,ORD000160,PRD0002,39,172.3
OI0000468,ORD000160,PRD0131,25,31.12
OI0000469,ORD000160,PRD0003,36,72.4
OI0000470,ORD000161,PRD0047,17,157.02
OI0000471,ORD000161,PRD0150,4,124.38
OI0000472,ORD000162,PRD0147,27,123.59
OI0000473,ORD000162,PRD0046,15,105.44
OI0000474,ORD000162,PRD0047,22,157.02
OI0000475,ORD000162,PRD0130,14,40.15
OI0000476,ORD000163,PRD0073,15,68.46
OI0000477,ORD000164,PRD0146,39,116.28
OI0000478,ORD000164,PRD0012,27,114.28
OI0000479,ORD000164,PRD0121,20,231.51
OI0000480,ORD000164,PRD0011,40,190.23
OI0000481,ORD000165,PRD0022,28,35.83
OI0000482,ORD000165,PRD0115,15,102.09
OI0000483,ORD000165,PRD0150,14,124.38
OI0000484,ORD000165,PRD0033,27,49.71
OI0000485,ORD000166,PRD0025,12,79.83
OI0000486,ORD000166,PRD0120,33,91.06
OI0000487,ORD000167,PRD0010,5,6.66
OI0000488,ORD000167,PRD0113,14,176.91
OI0000489,ORD000167,PRD0038,15,222.91
OI0000490,ORD000167,PRD0025,11,79.83
OI0000491,ORD000167,PRD0127,35,116.1
OI0000492,ORD000168,PRD0102,36,215.21
OI0000493,ORD000169,PRD0037,29,226.8
OI0000494,ORD000169,PRD0021,15,92.86
OI0000495,ORD000169,PRD0046,36,105.44
OI0000496,ORD000169,PRD0073,35,68.46
OI0000497,ORD000169,PRD0023,37,138.23
OI0000498,ORD000170,PRD0020,6,7.41
OI0000499,ORD000170,PRD0127,33,116.1
OI0000500,ORD000170,PRD0003,7,72.4
OI0000501,ORD000170,PRD0003,10,72.4
OI0000502,ORD000170,PRD0069,36,54.19
OI0000503,ORD000171,PRD0031,17,30.67
OI0000504,ORD000171,PRD0039,26,41.02
OI0000505,ORD000171,PRD0071,35,189.96
OI0000506,ORD000172,PRD0127,39,116.1
OI0000507,ORD000172,PRD0057,24,163.07
OI0000508,ORD000173,PRD0022,36,35.83
OI0000509,ORD000173,PRD0021,5,92.86
OI0000510,ORD000174,PRD0099,40,16.05
OI0000511,ORD000174,PRD0007,37,82.58
OI0000512,ORD000174,PRD0090,5,72.4
OI0000513,ORD000174,PRD0077,2,121.36
OI0000514,ORD000175,PRD0041,32,74.92
OI0000515,ORD000175,PRD0101,28,119.36
OI0000516,ORD000175,PRD0074,23,95.86
OI0000517,ORD000175,PRD0009,1,38.6
OI0000518,ORD000175,PRD0057,8,163.07
OI0000519,ORD000176,PRD0028,25,98.85
OI0000520,ORD000176,PRD0067,13,172.46
OI0000521,ORD000176,PRD0141,20,106.53
OI0000522,ORD000177,PRD0015,36,31.62
OI0000523,ORD000177,PRD0081,1,47.37
OI0000524,ORD000177,PRD0051,31,24.49
OI0000525,ORD000177,PRD0102,37,215.21
OI0000526,ORD000178,PRD0003,17,72.4
OI0000527,ORD000178,PRD0138,22,105.95
OI0000528,ORD000178,PRD0028,33,98.85
OI0000529,ORD000178,PRD0107,31,140.4
OI0000530,ORD000178,PRD0144,7,190.91
OI0000531,ORD000179,PRD0056,9,107.05
OI0000532,ORD000179,PRD0019,9,188.65
OI0000533,ORD000179,PRD0012,30,114.28
OI0000534,ORD000180,PRD0093,30,66.58
OI0000535,ORD000180,PRD0018,12,211.58
OI0000536,ORD000180,PRD0085,33,63.68
OI0000537,ORD000180,PRD0147,33,123.59
OI0000538,ORD000181,PRD0105,7,220.36
OI0000539,ORD000181,PRD0044,22,142.63
OI0000540,ORD000181,PRD0113,9,176.91
OI0000541,ORD000181,PRD0033,10,49.71
OI0000542,ORD000182,PRD0044,29,142.63
OI0000543,ORD000182,PRD0087,17,40.72
OI0000544,ORD000182,PRD0049,8,178.36
OI0000545,ORD000182,PRD0110,10,237.89
OI0000546,ORD000183,PRD0105,14,220.36
OI0000547,ORD000183,PRD0088,1,54.55
OI0000548,ORD000183,PRD0070,7,225.75
OI0000549,ORD000183,PRD0077,26,121.36
OI0000550,ORD000183,PRD0066,26,106.81
OI0000551,ORD000184,PRD0037,6,226.8
OI0000552,ORD000184,PRD0054,-33,58.91
OI0000553,ORD000184,PRD0115,14,102.09
OI0000554,ORD000184,PRD0083,7,19.93
OI0000555,ORD000185,PRD0118,18,113.75
OI0000556,ORD000185,PRD0096,3,78.52
OI0000557,ORD000186,PRD0048,6,221.86
OI0000558,ORD000186,PRD0146,29,116.28
OI0000559,ORD000186,PRD0018,18,211.58
OI0000560,ORD000187,PRD0093,29,66.58
OI0000561,ORD000187,PRD9999,9,27.35
OI0000562,ORD000187,PRD0060,4,47.82
OI0000563,ORD000187,PRD0043,38,154.31
OI0000564,ORD000188,PRD0136,3,5.82
OI0000565,ORD000188,PRD0132,9,115.18
OI0000566,ORD000188,PRD0085,2,63.68
OI0000567,ORD000188,PRD0024,33,87.52
OI0000568,ORD000188,PRD0095,40,72.24
OI0000569,ORD000189,PRD0107,5,140.4
OI0000570,ORD000189,PRD0112,34,160.95
OI0000571,ORD000189,PRD9999,25,136.53
OI0000572,ORD000190,PRD0005,1,143.43
OI0000573,ORD000190,PRD0061,19,123.38
OI0000574,ORD000190,PRD0112,9,160.95
OI0000575,ORD000190,PRD0071,19,189.96
OI0000576,ORD000191,PRD0038,4,222.91
OI0000577,ORD000191,PRD999,34,98.33
OI0000578,ORD000191,PRD0009,30,38.6
OI0000579,ORD000191,PRD0091,3,175.98
OI0000580,ORD000192,PRD0062,14,239.86
OI0000581,ORD000192,PRD0096,7,78.52
