order_id,customer_id,store_id,employee_id,order_date,status
ORD000108,CUST02652,DC008,EMP0259,2021-06-01,Fulfilled
ORD000109,CUST03414,DC006,EMP0616,2022-04-02,Fulfilled
ORD000110,CUST02396,DC008,EMP0620,2022-06-15,Backordered
ORD000111,CUST02647,DC005,EMP0798,2023-11-26,Fulfilled
ORD000112,CUST02498,DC013,EMP0249,2024-12-13,Backordered
ORD000113,CUST03384,DC006,EMP0792,2023-09-07,Fulfilled
ORD000114,CUST01107,DC015,EMP0107,2025-02-04,Backordered
ORD000115,CUST02342,DC004,EMP0431,2022-04-24,Fulfilled
ORD000116,CUST02761,DC015,EMP0765,2023-06-28,Fulfilled
ORD000117,CUST01948,DC023,EMP0139,2024-01-20,Fulfilled
ORD000118,CUST01623,DC010,EMP0538,2022-04-24,Fulfilled
ORD000119,CUST03625,DC023,EMP0170,2021-01-26,Fulfilled
ORD000120,CUST02711,DC010,EMP0010,2025-08-14,Fulfilled
ORD000121,CUST03044,DC021,EMP0687,2025-11-23,Pending
ORD000122,CUST01499,DC003,EMP0504,2023-05-16,Backordered
ORD000123,CUST03749,DC023,EMP0321,2023-10-20,Fulfilled
ORD000124,CUST00463,DC005,EMP0209,2024-03-29,Fulfilled
ORD000125,CUST01361,DC014,EMP0300,2025-02-15,Fulfilled
ORD000126,CUST00804,DC001,EMP0032,2024-04-16,Fulfilled
ORD000127,CUST00005,DC007,EMP0574,2024-06-17,Fulfilled
ORD000128,CUST00194,DC019,EMP0169,2022-05-03,Backordered
ORD000129,CUST00918,DC010,EMP0207,2023-11-05,Fulfilled
ORD000130,CUST01572,DC014,EMP0206,27/1/2023,Fulfilled
ORD000131,CUST01747,DC019,EMP0321,2023-02-15,Backordered
ORD000132,CUST03168,DC020,EMP0278,2022-08-11,Pending
ORD000133,CUST03865,DC010,EMP0319,2025-09-13,Fulfilled
ORD000134,CUST01358,DC015,EMP0097,2021-05-17,Cancelled
ORD000135,CUST02845,DC008,EMP0052,2021-11-08,Cancelled
ORD000136,CUST00831,DC009,EMP0592,2023-10-28,Fulfilled
ORD000137,CUST01093,DC010,EMP0340,2024-01-04,Fulfilled
ORD000138,CUST01271,DC021,EMP0176,2023-09-01,Backordered
ORD000139,CUST00581,DC018,EMP0021,2023-11-21,Pending
ORD000140,CUST02803,DC009,EMP0275,2024-04-03,Fulfilled
ORD000141,CUST00016,DC011,EMP0444,2021-05-13,Cancelled
ORD000142,CUST01942,DC020,EMP0052,2023-09-18,Backordered
ORD000143,CUST03404,DC009,EMP0624,2023-06-05,Fulfilled
ORD000144,CUST03991,DC022,EMP0157,2021-10-03,Fulfilled
ORD000145,CUST01650,DC019,EMP0417,2025-08-14,Cancelled
ORD000146,CUST03260,DC006,EMP0712,2024-05-27,Cancelled
ORD000147,CUST02390,DC015,EMP0595,2023-09-24,Fulfilled
ORD000148,CUST03561,DC011,EMP0635,2023-10-22,Fulfilled
ORD000149,CUST01479,DC016,EMP0129,2025-10-14,Backordered
ORD000150,CUST02969,DC003,EMP0324,2022-02-13,Backordered
ORD000151,CUST00137,DC012,EMP0705,2023-04-05,Cancelled
ORD000152,CUST02241,DC003,EMP0321,2022-08-09,Cancelled
ORD000153,CUST00098,DC002,EMP0080,2021-09-02,Fulfilled
ORD000154,CUST01882,DC012,EMP0066,2022-09-24,Fulfilled
ORD000155,CUST00963,DC016,EMP0695,2023-10-02,Cancelled
ORD000156,CUST02094,DC002,EMP0721,2022-07-04,Fulfilled
ORD000157,CUST02800,DC008,EMP0173,2025-07-14,Cancelled
ORD000158,CUST03489,DC021,EMP0780,2023-10-10,Cancelled
ORD000159,CUST02368,DC013,EMP0732,2025-05-05,Cancelled
ORD000160,CUST03581,DC008,EMP0154,2025-01-22,Fulfilled
ORD000161,CUST02726,DC002,EMP0613,2023-02-04,Fulfilled
ORD000162,CUST03369,DC012,EMP0464,2025-01-14,Fulfilled
ORD000163,CUST00755,DC008,EMP0720,2021-10-25,Fulfilled
ORD000164,CUST01858,DC012,EMP0294,2021-07-04,Cancelled
ORD000165,CUST02906,DC017,EMP0534,2025-01-29,Fulfilled
ORD000166,CUST00248,DC020,EMP0589,2021-12-09,Fulfilled
ORD000167,CUST01117,DC005,EMP0214,2021-10-06,Fulfilled
ORD000168,CUST02544,DC021,EMP0776,2024-09-01,Backordered
ORD000169,CUST00323,DC023,EMP0530,2023-05-07,Fulfilled
ORD000170,CUST02849,DC023,EMP0496,2023-04-11,Cancelled
ORD000171,CUST01965,DC007,EMP0024,2022-12-19,Backordered
ORD000172,CUST02709,DC024,EMP0607,2022-03-07,Cancelled
ORD000173,CUST01967,DC023,EMP0453,2022-08-20,Pending
ORD000174,CUST00958,DC007,EMP0661,2023-08-23,Backordered
ORD000175,CUST02551,DC005,EMP0126,2021-04-10,Pending
ORD000176,CUST00461,DC017,EMP0218,2021-03-23,Pending
ORD000177,CUST00046,DC007,EMP0120,2022-06-22,Fulfilled
ORD000178,CUST03537,DC024,EMP0490,2024-08-01,Fulfilled
ORD000179,CUST00352,DC018,EMP0544,2022-06-18,Fulfilled
ORD000180,CUST02592,DC015,EMP0668,2025-11-14,Backordered
ORD000181,CUST03680,DC012,EMP0086,2025-04-13,Fulfilled
ORD000182,CUST00397,DC017,EMP0411,2021-10-19,Fulfilled
ORD000183,CUST02295,DC005,EMP0089,2024-05-30,Fulfilled
ORD000184,CUST00346,DC016,EMP0419,2023-01-18,Fulfilled
ORD000185,CUST01674,DC003,EMP0566,2023-11-14,Fulfilled
ORD000186,CUST01434,DC010,EMP0009,2024-01-29,Fulfilled
ORD000187,CUST00253,DC007,EMP0147,2025-12-21,Fulfilled
ORD000188,CUST01322,DC011,EMP0605,2023-01-28,Fulfilled
ORD000189,CUST02448,DC015,EMP0186,2022-06-02,Backordered
ORD000190,CUST03343,DC014,EMP0017,2022-10-27,Backordered
ORD000191,CUST03935,DC010,EMP0144,2025-03-22,Fulfilled
ORD000192,CUST01485,DC019,EMP0504,2025-10-03,Cancelled
ORD000193,CUST01699,DC015,EMP0049,2025-07-29,Fulfilled
ORD000194,CUST01594,DC023,EMP0023,2021-03-29,Backordered
ORD000195,CUST00350,DC023,EMP0239,2025-03-29,Fulfilled
ORD000196,CUST00557,DC006,EMP0217,2022-04-04,Fulfilled
ORD000197,CUST01454,DC023,EMP0313,2022-05-27,Backordered
ORD000198,CUST02953,DC009,EMP0327,2023-10-09,Pending
ORD000199,CUST03468,DC011,EMP0409,2024-12-08,Pending
ORD000200,CUST02887,DC010,EMP0103,2023-09-01,Fulfilled
ORD000201,CUST01620,DC008,EMP0521,2025-10-04,Fulfilled
ORD000202,CUST03720,DC013,EMP0192,2024-04-10,Fulfilled
ORD000203,CUST02607,DC016,EMP0147,2024-06-25,Cancelled
ORD000204,CUST01076,DC007,EMP0586,2025-07-31,Backordered
ORD000205,CUST02946,DC002,EMP0612,2024-12-05,Pending
ORD000206,CUST00223,DC015,EMP0597,2024-11-30,Fulfilled
ORD000207,CUST01434,DC004,EMP0362,2021-01-09,Backordered
ORD000208,CUST00286,DC021,EMP0062,2023-07-31,Cancelled
ORD000209,CUST00318,DC014,EMP0776,2025-08-23,Fulfilled
ORD000210,CUST02832,DC011,EMP0589,2022-02-14,Cancelled
ORD000211,CUST02995,DC022,EMP0065,2023-01-12,Backordered
ORD000212,CUST02562,DC005,EMP0064,2022-02-16,Fulfilled
ORD000213,CUST00936,DC021,EMP0382,2024-02-18,Fulfilled
ORD000214,CUST01127,DC021,EMP0619,2024-08-25,Backordered
ORD000215,CUST01308,DC006,EMP0734,2021-06-13,Cancelled
ORD000216,CUST00217,DC024,EMP0427,2021-01-30,Cancelled
ORD000217,CUST00501,DC021,EMP0322,2023-04-18,Pending
ORD000218,CUST02413,DC019,EMP0217,2025-06-15,Backordered
ORD000219,CUST01099,DC013,EMP0726,2022-01-14,Pending
ORD000220,CUST01090,DC020,EMP0175,2024-11-10,Cancelled
ORD000221,CUST00824,DC017,EMP0633,2023-06-07,Cancelled
ORD000222,CUST02085,DC001,EMP0106,2023-04-24,Pending
ORD000223,CUST02336,DC024,EMP0628,2023-02-12,Fulfilled
ORD000224,CUST01312,DC010,EMP0457,2021-03-11,Fulfilled
ORD000225,CUST01180,DC020,EMP0279,2025-02-23,Backordered
ORD000226,CUST00731,DC018,EMP0093,2024-02-26,Fulfilled
ORD000227,CUST01382,DC012,EMP0085,2021-11-13,Pending
ORD000228,CUST03240,DC024,EMP0609,2023-03-21,Backordered
ORD000229,CUST00746,DC015,EMP0161,2024-01-05,Fulfilled
ORD000230,CUST00980,DC014,EMP0631,2021-08-19,Cancelled
ORD000231,CUST01754,DC001,EMP0173,2023-03-19,Cancelled
ORD000232,CUST00938,DC003,EMP0421,2023-04-04,Fulfilled
ORD000233,CUST02916,DC006,EMP0282,2021-08-28,Fulfilled
ORD000234,CUST00041,DC024,EMP0695,2024-09-23,Fulfilled
ORD000235,CUST01967,DC014,EMP0005,2025-12-23,Cancelled
ORD000236,CUST00468,DC007,EMP0512,2023-09-27,Cancelled
ORD000237,CUST02129,DC013,EMP0305,2022-03-20,Fulfilled
ORD000238,CUST03376,DC005,EMP0045,2022-07-11,Pending
ORD000239,CUST01656,DC024,EMP0305,2025-06-30,Cancelled
ORD000240,CUST00773,DC012,EMP0716,2023-05-08,Fulfilled
ORD000241,CUST00057,DC023,EMP0714,2022-05-26,Fulfilled
ORD000242,CUST01588,DC020,EMP0309,2021-09-23,Fulfilled
ORD000243,CUST01325,DC009,EMP0203,2024-09-09,Pending
ORD000244,CUST03795,DC001,EMP0662,2025-07-18,Fulfilled
ORD000245,CUST00165,DC020,EMP0563,2025-03-22,Fulfilled
ORD000246,CUST03089,DC014,EMP0143,2021-05-14,Cancelled
ORD000247,CUST00910,DC006,EMP0186,2025-11-09,Backordered
ORD000248,CUST03631,DC017,EMP0302,2025-05-17,Backordered
ORD000249,CUST01207,DC019,EMP0204,2023-10-17,Fulfilled
ORD000250,CUST00328,DC014,EMP0144,2025-12-24,Fulfilled
ORD000251,CUST02649,DC005,EMP0523,2022-10-19,Fulfilled
ORD000252,CUST00106,DC005,EMP0584,2025-12-27,Fulfilled
ORD000253,CUST00558,DC005,EMP0491,2022-03-08,Fulfilled
ORD000254,CUST00848,DC019,EMP0185,2025-10-31,Cancelled
ORD000255,CUST03793,DC014,EMP0335,2021-07-31,Fulfilled
ORD000256,CUST01057,DC007,EMP0641,2023-03-07,Fulfilled
ORD000257,CUST00259,DC005,EMP0629,2025-02-25,Pending
ORD000258,CUST02878,DC008,EMP0116,2023-04-07,Fulfilled
ORD000259,CUST02083,DC008,EMP0009,2022-10-24,Pending
ORD000260,CUST00119,DC022,EMP0304,2024-04-12,Fulfilled
ORD000261,CUST01295,DC001,EMP0510,2025-09-10,Backordered
ORD000262,CUST02243,DC018,EMP0346,2021-08-12,Fulfilled
ORD000263,CUST01917,DC015,EMP0371,2025-10-29,Fulfilled
ORD000264,CUST02741,DC023,EMP0264,2024-05-03,Cancelled
ORD000265,CUST01291,DC021,EMP0670,2025-07-12,Fulfilled
ORD000266,CUST02642,DC009,EMP0696,2021-12-14,Fulfilled
ORD000267,CUST03488,DC024,EMP0336,2022-02-08,Pending
ORD000268,CUST03076,DC017,EMP0792,2024-03-25,Fulfilled
ORD000269,CUST00894,DC024,EMP0530,2022-05-14,Fulfilled
ORD000270,CUST03695,DC009,EMP0511,2022-10-26,Backordered
ORD000271,CUST01939,DC018,EMP0005,2021-12-27,Pending
ORD000272,CUST01029,DC010,EMP0566,2023-02-13,Backordered
ORD000273,CUST03321,DC016,EMP0561,2023-04-13,Pending
ORD000274,CUST02448,DC006,EMP0408,2023-11-22,Cancelled
ORD000275,CUST02930,DC011,EMP0113,2023-01-01,Fulfilled
ORD000276,CUST00391,DC004,EMP0541,2025-02-24,Pending
ORD000277,CUST01620,DC008,EMP0742,2021-04-25,Backordered
ORD000278,CUST03792,DC024,EMP0329,2024-09-02,Fulfilled
ORD000279,CUST02912,DC011,EMP0107,2023-04-19,Backordered
ORD000280,CUST03429,DC009,EMP0181,2021-07-02,Backordered
ORD000281,CUST01713,DC003,EMP0314,2024-01-08,Cancelled
ORD000282,CUST00512,DC008,EMP0654,2022-09-17,Fulfilled
ORD000283,CUST03280,DC012,EMP0791,2021-11-15,Fulfilled
ORD000284,CUST00139,DC003,EMP0652,2024-12-27,Backordered
ORD000285,CUST02364,DC001,EMP0353,2021-09-06,Backordered
ORD000286,CUST03004,DC006,EMP0685,2022-09-23,Pending
ORD000287,CUST03906,DC011,EMP0517,2022-09-17,Fulfilled
ORD000288,CUST03063,DC017,EMP0112,21/8/2024,Pending
ORD000289,CUST00928,DC011,EMP0366,2024-12-05,Pending
ORD000290,CUST00587,DC013,EMP0195,2025-05-21,Fulfilled
ORD000291,CUST01305,DC014,EMP0381,2023-01-02,Fulfilled
ORD000292,CUST02024,DC014,EMP0571,2022-08-18,Backordered
ORD000293,CUST01296,DC018,EMP0260,2025-09-24,Pending
ORD000294,CUST00611,DC002,EMP0380,2021-09-30,Backordered
ORD000295,CUST01571,DC001,EMP0023,2021-06-25,Pending
ORD000296,CUST01236,DC022,EMP0599,2023-11-28,Pending
ORD000297,CUST02025,DC014,EMP0759,2025-12-03,Fulfilled
ORD000298,CUST00544,DC019,EMP0478,2021-04-08,Pending
ORD000299,CUST01399,DC012,EMP0370,2023-07-04,Pending
ORD000300,CUST03505,DC010,EMP0741,2024-06-29,Backordered
ORD000301,CUST02444,DC007,EMP0393,2024-11-02,Pending
ORD000302,CUST00378,DC003,EMP0410,2025-12-07,Fulfilled
ORD000303,CUST01374,DC006,EMP0139,2022-02-20,Fulfilled
ORD000304,CUST02289,DC013,EMP0171,2025-04-13,Cancelled
ORD000305,CUST00334,DC018,EMP0488,2024-08-24,Fulfilled
ORD000306,CUST02698,DC024,EMP0657,2025-12-15,Pending
ORD000307,CUST02484,DC008,EMP0641,2022-11-28,Fulfilled
ORD000308,CUST01452,DC004,EMP0222,2023-09-07,Fulfilled
ORD000309,CUST03035,DC013,EMP0147,2023-12-02,Pending
ORD000310,CUST03995,DC007,EMP0537,2021-05-29,Fulfilled
ORD000311,CUST02729,DC015,EMP0686,2023-09-02,Fulfilled
ORD000312,CUST02600,DC002,EMP0455,2024-07-27,Fulfilled
ORD000313,CUST02520,DC007,EMP0281,2022-05-20,Fulfilled
ORD000314,CUST03603,DC014,EMP0307,2022-03-24,Backordered
ORD000315,CUST02650,DC018,EMP0332,2022-01-06,Cancelled
ORD000316,CUST01869,DC023,EMP0160,2023-03-29,Fulfilled
ORD000317,CUST03915,DC009,EMP0472,2023-03-25,Backordered
ORD000318,CUST01518,DC023,EMP0017,2022-11-29,Fulfilled
ORD000319,CUST00509,DC024,EMP0420,2021-01-26,Pending
ORD000320,CUST00178,DC009,EMP0492,2025-03-09,Pending
ORD000321,CUST00259,DC005,EMP0238,2024-09-30,Backordered
ORD000322,CUST02277,DC016,EMP0725,2021-12-28,Pending
ORD000323,CUST03410,DC017,EMP0367,2023-04-01,Fulfilled
ORD000324,CUST01693,DC012,EMP0218,2024-07-01,Cancelled
ORD000325,CUST02375,DC021,EMP0606,2025-10-17,Fulfilled
ORD000326,CUST01932,DC003,EMP0509,2022-08-05,Fulfilled
ORD000327,CUST02991,DC004,EMP0433,2025-12-06,Pending
ORD000328,CUST02822,DC009,EMP0539,2022-08-03,Pending
ORD000329,CUST02825,DC011,EMP0106,2021-09-01,Pending
ORD000330,CUST00072,DC018,EMP0013,2021-01-30,Fulfilled
ORD000331,CUST03017,DC018,EMP0234,2023-01-15,Backordered
ORD000332,CUST00435,DC001,EMP0049,2025-04-08,Pending
ORD000333,CUST03238,DC024,EMP0458,2021-03-10,Fulfilled
ORD000334,CUST03700,DC023,EMP0703,2022-05-20,Fulfilled
ORD000335,CUST00080,DC002,EMP0671,2022-03-31,Pending
ORD000336,CUST00776,DC009,EMP0090,2024-07-27,Pending
ORD000337,CUST03101,DC022,EMP0158,2022-07-20,Fulfilled
ORD000338,CUST00498,DC008,EMP0206,2024-01-06,Cancelled
ORD000339,CUST00988,DC017,EMP0057,2022-08-30,Cancelled
ORD000340,CUST00225,DC018,EMP0504,2025-11-09,Fulfilled
ORD000341,CUST00774,DC015,EMP0305,2025-04-28,Fulfilled
ORD000342,CUST01712,DC001,EMP0026,2025-01-25,Pending
ORD000343,CUST03579,DC024,EMP0450,2024-07-19,Backordered
ORD000344,CUST02102,DC013,EMP0076,2025-03-21,Cancelled
ORD000345,CUST02703,DC009,EMP0134,2024-07-25,Pending
ORD000346,CUST03539,DC010,EMP0549,2021-11-05,Cancelled
ORD000347,CUST03636,DC022,EMP0032,2021-09-23,Cancelled
ORD000348,CUST01429,DC007,EMP0797,2021-10-21,Fulfilled
ORD000349,CUST01303,DC005,EMP0159,2025-06-17,Cancelled
ORD000350,CUST03466,DC017,EMP0064,2022-08-11,Fulfilled
ORD000351,CUST00420,DC012,EMP0478,2022-12-24,Pending
ORD000352,CUST03588,DC003,EMP0617,2025-08-24,Fulfilled
ORD000353,CUST01873,DC005,EMP0195,2023-04-20,Backordered
ORD000354,CUST01183,DC010,EMP0109,2025-12-10,Backordered
ORD000355,CUST01820,DC003,EMP0773,2021-03-18,Cancelled
ORD000356,CUST03437,DC021,EMP0687,2022-02-14,Fulfilled
ORD000357,CUST01011,DC012,EMP0298,2023-06-13,Pending
ORD000358,CUST02195,DC009,EMP0550,2023-01-23,Backordered
ORD000359,CUST03202,DC011,EMP0307,2024-02-10,Backordered
ORD000360,CUST01676,DC006,EMP0002,2023-07-28,Cancelled
ORD000361,CUST00948,DC023,EMP0663,2025-08-19,Cancelled
ORD000362,CUST01599,DC016,EMP0218,2025-12-02,Backordered
ORD000363,CUST00445,DC023,EMP0612,2022-01-14,Fulfilled
ORD000364,CUST03388,DC009,EMP0206,2023-09-07,Pending
ORD000365,CUST02951,DC003,EMP0493,2022-09-14,Backordered
ORD000366,CUST01475,DC012,EMP0123,2022-01-15,Cancelled
ORD000367,CUST03772,DC017,EMP0337,16/7/2025,Fulfilled
ORD000368,CUST02397,DC019,EMP0016,2024-04-13,Fulfilled
ORD000369,CUST00230,DC006,EMP0388,2021-08-12,Cancelled
ORD000370,CUST00162,DC001,EMP0684,2024-10-25,Fulfilled
ORD000371,CUST02387,DC001,EMP0459,2024-05-17,Cancelled
ORD000372,CUST02298,DC018,EMP0254,2022-07-12,Fulfilled
ORD000373,CUST00150,DC014,EMP0694,15/5/2024,Pending
ORD000374,CUST03568,DC003,EMP0546,2025-09-08,Pending
ORD000375,CUST03323,DC020,EMP0498,2021-12-27,Fulfilled
ORD000376,CUST00226,DC022,EMP0382,2022-10-06,Backordered
ORD000377,CUST03022,DC006,EMP0682,2023-10-29,Fulfilled
ORD000378,CUST03715,DC013,EMP0687,2022-06-01,Fulfilled
ORD000379,CUST03397,DC007,EMP0629,2024-07-10,Pending
ORD000380,CUST00740,DC005,EMP0333,2022-08-18,Cancelled
ORD000381,CUST02092,DC008,EMP0010,2025-01-31,Backordered
ORD000382,CUST00428,DC009,EMP0329,2021-09-26,Fulfilled
ORD000383,CUST00807,DC008,EMP0173,2025-07-03,Backordered
ORD000384,CUST00150,DC003,EMP0608,2025-12-16,Pending
ORD000385,CUST03987,DC021,EMP0527,2025-12-31,Fulfilled
ORD000386,CUST01910,DC006,EMP0253,2023-03-25,Fulfilled
ORD000387,CUST02447,DC010,EMP0197,2021-05-11,Fulfilled
ORD000388,CUST03333,DC011,EMP0398,2023-10-02,Pending
ORD000389,CUST02225,DC005,EMP0254,2024-02-17,Fulfilled
ORD000390,CUST03792,DC018,EMP0657,2021-05-25,Fulfilled
ORD000391,CUST03579,DC010,EMP0724,2022-08-23,Cancelled
ORD000392,CUST01225,DC017,EMP0539,2021-03-28,Pending
ORD000393,CUST03885,DC010,EMP0501,2022-02-13,Pending
ORD000394,CUST02638,DC017,EMP0060,2024-02-07,Pending
ORD000395,CUST00353,DC002,EMP0559,2023-07-27,Cancelled
ORD000396,CUST01503,DC009,EMP0041,2023-03-15,Fulfilled
ORD000397,CUST00597,DC007,EMP0379,2021-04-16,Fulfilled
ORD000398,CUST00342,DC010,EMP0782,2025-05-18,Fulfilled
